recordID,acceptedNameUsage,verbatimIdentification,species,kingdom,phylum,class,order,family,taxonRank,locationID,higherGeographyID,locality,locationRemarks,lat,long,countryCode_alpha3,occurrenceStatus,occurrenceRemarks,establishmentMeans,occurrenceReference,eradicationStatus,eradicationYear,eradicationReference,estimatedIntroductionDate,firstObservationRecord,firstPublishedRecord,firstRecordReference,habitat,isInvasive,invasiveReference
1143,Geranium pusillum L.,Geranium pusillum,Geranium pusillum,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
1144,Geranium robertianum L.,Geranium robertianum,Geranium robertianum,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce,introduced,[65][81][83][333],,,,,1949-1951,1965,[83][91],terrestrial,Non-invasive,[81]
1145,Geranium robertianum L.,Geranium robertianum,Geranium robertianum,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Point Island,-51.78640574,-59.10198666,FLK,uncertain,very rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
1146,Geranium robertianum L.,Geranium robertianum,Geranium robertianum,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[130][340],,,,,1985,,[130],terrestrial,Inconclusive,
1147,Gladiolus Tourn. ex L.,Gladiolus sp.,Gladiolus sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,genus,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,"Base, in gardens",introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
1148,"Glycyphagus domesticus (de Geer, 1778)",Glycyphagus domesticus,Glycyphagus domesticus,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Glycyphagidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,cosmopolitan,introduced,[1][18][174],,,,,,,,terrestrial,Inconclusive,
1149,"Glycyphagus domesticus (de Geer, 1778)",Glycyphagus domesticus,Glycyphagus domesticus,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Glycyphagidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Prince Edward Islands,-46.79491038,37.79328163,ZAF,present,,introduced,[43][223],,,,,,,,terrestrial,Inconclusive,
1150,Glycyrrhiza astragalina Gillies ex Hook. & Arn.,Glycyrrhiza astragalina,Glycyrrhiza astragalina,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
1151,"Gonocephalum affine (Billberg, 1815)",Gonocephalum affine,Gonocephalum affine,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][384],,,,,1977,1980,[384],terrestrial,Inconclusive,
1152,"Gressittoppia Balogh, 1983",Gressittoppia pepitensis,Gressittoppia pepitensis,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,South Shetland & North-west Peninsula ASPA,-69,-65,ATA,present,,introduced,[174],,,,,,,,terrestrial,Inconclusive,
1153,Gunnera magellanica Lam.,Gunnera magellanica,Gunnera magellanica,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,uncertain,unconfirmed,introduced,[354],,,,,,,,terrestrial,Inconclusive,
1154,Gunnera magellanica Lam.,Gunnera magellanica,Gunnera magellanica,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,species,ACBR02,Antarctica,South Orkney Islands,Signy Island,-60.6413192,-45.24235979,ATA,absent,survived second winter,introduced,[361],failed to establish or died out,,[361],,1968,1973,[361],terrestrial,Non-invasive,[361]
1155,"Haemogamasus pontiger (Berlese, 1904)",Haemogamasus pontiger,Haemogamasus pontiger,Animalia,Arthropoda,Arachnida,Mesostigmata,Haemogamasidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[174],,,,,,,,host,Inconclusive,
1156,Hakea salicifolia (Vent.) B.L.Burtt,Hakea saligna,Hakea salicifolia,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,absent,,introduced,[94],failed to establish or died out,1937-1967,[94],,1937,1939,[94],terrestrial,Non-invasive,[94]
1157,"Halobrecta flavipes (C.G.Thomson, 1861)",Halobrecta flavipes,Halobrecta flavipes,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,,introduced,[314],,,,,1989,2002,[314],terrestrial,Inconclusive,
1158,"Halotydeus Berlese, 1891",Halotydeus sp.,Halotydeus sp.,Animalia,Arthropoda,Arachnida,Trombidiformes,Penthaleidae,genus,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[18][174],,,,,,,,terrestrial,Inconclusive,
1159,"Harpalus agilis Peringuey, 1896",Harpalus agilis,Harpalus agilis,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][67][384],,,,since 1956,1962,1965,[3][67][384],terrestrial,Inconclusive,
1160,Hedera helix L.,Hedera helix,Hedera helix,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,"Hill Cove Forest, West Falkland",-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
1161,Helichrysum luteoalbum (L.) Rchb.,Pseudognaphalium luteoalbum,Helichrysum luteoalbum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce,introduced,[65][81][83][84][275],,,,,1911,1923,[83][84],terrestrial,Non-invasive,[81][275]
1162,Helichrysum luteoalbum (L.) Rchb.,Pseudognaphalium luteoalbum,Helichrysum luteoalbum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,fairly common,introduced,[65][93][97][212][271][333][344],,,,,1937-1938,1951,[184],terrestrial,Non-invasive,[212]
1163,Helichrysum luteoalbum (L.) Rchb.,Gnaphalium luteoalbum,Helichrysum luteoalbum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,widespread,introduced,[65][93][94][97][212][217][333][344],,,,,1904,1913,[97][184][217],terrestrial,Invasive,[217]
1164,"Helicoverpa armigera (HŸbner, 1808)",Helicoverpa armigera,Helicoverpa armigera,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,uncertain,transient,vagrant,[16][32][55][206][223],failed to establish or died out,,[16],,,1986,[209],terrestrial,Non-invasive,[16]
1165,Helminthotheca echioides (L) Holub,Picris echioides,Helminthotheca echioides,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,ephemeral,vagrant,[130][338][340],,,,,1978,,[130],terrestrial,Non-invasive,[338]
1166,"Hemeromyia Coquillett, 1902",Hemeromyia (?) sp.,Hemeromyia sp.,Animalia,Arthropoda,Insecta,Diptera,Carnidae,genus,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,"established, uncommon",introduced,[224],,,,,2013,2021,[224],terrestrial,Non-invasive,[224]
1167,"Hemeromyia Coquillett, 1902",Hemeromyia (?) sp.,Hemeromyia sp.,Animalia,Arthropoda,Insecta,Diptera,Carnidae,genus,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,invasive,introduced,[224],,,,,2006,2021,[224],terrestrial,Invasive,[224]
1168,"Hemiberlesia rapax (Comstock, 1881)",Hemiberlesia rapax,Hemiberlesia rapax,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,uncertain,,introduced,[3][55][63][190],,,,,1938,,[63][190],host,Non-invasive,[63]
1169,"Hemiberlesia rapax (Comstock, 1881)",Hemiberlesia rapax,Hemiberlesia rapax,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[55][63][190],,,,2005-2012,2012,2014,[63][190],host,Non-invasive,[63]
1170,"Hemiberlesia rapax (Comstock, 1881)",Hemiberlesia rapax,Hemiberlesia rapax,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55][63],,,,,1938,,[63][190],host,Inconclusive,
1171,"Henicops maculatus Newport, 1845",Henicops maculatus,Henicops maculatus,Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Henicopidae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[139],,,,,,,,terrestrial,Non-invasive,[139]
1172,"Henoticus californicus (Mannerheim, 1843)",Henoticus californicus,Henoticus californicus,Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[3][333],,,,,,,,terrestrial,Non-invasive,[333]
1173,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium sphondylium,Heracleum sphondylium,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,subspecies,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
1174,Hesperis matronalis L.,Hesperis matronalis,Hesperis matronalis,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare to scarce,introduced,[65][81][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
1175,Hesperis matronalis L.,Hesperis matronalis,Hesperis matronalis,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and rare to scarce,introduced,[65][81][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
1176,"Heterosminthurus bilineatus (Bourlet, 1842)",Heterosminthurus bilineatus,Heterosminthurus bilineatus,Animalia,Arthropoda,Collembola,Symphypleona,Bourletiellidae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,uncertain,,introduced,[24][122],,,,,1901-1903,1909,[122],terrestrial,Non-invasive,[24]
1177,Hieracium L.,Hieracium sp.,Hieracium sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,genus,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,persistent alien; deliberate introduction,introduced,[1][65][333][349],,,,1969 or before,,,[333],terrestrial,Inconclusive,
1178,Hieracium pilosulum Jord.,Hieracium pilosella,Hieracium pilosulum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][333],,,,,,,,terrestrial,Non-invasive,[81]
1179,Hieracium pilosulum Jord.,Hieracium pilosella,Hieracium pilosulum,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][333],,,,,,,,terrestrial,Non-invasive,[81]
1180,"Hilaira Simon, 1884",Hilaira sp.,Hilaira sp.,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,genus,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,uncertain,doubtful record,introduced,[4],,,,,1980,1985,[20],terrestrial,Non-invasive,[4]
1181,Hippophae rhamnoides L.,Hippophae rhamnoides,Hippophae rhamnoides,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
1182,Hippophae rhamnoides L.,Hippophae rhamnoides,Hippophae rhamnoides,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
1183,Histiostomatidae,Histiostomatidae sp.,NA,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Histiostomatidae,family,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[18],,,,,,,,terrestrial,Inconclusive,
1184,"Hofmannophila pseudospretella (Stainton, 1849)",Hofmannophila pseudospretella,Hofmannophila pseudospretella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,species,ANTIPO,sub-Antarctic,Antipodes,Antipodes Islands,-49.67979937,178.7673311,NZL,present,,introduced,[9][126][150],,,,,,1971,[126][150],terrestrial,Inconclusive,
1185,"Hofmannophila pseudospretella (Stainton, 1849)",Hofmannophila pseudospretella,Hofmannophila pseudospretella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,species,AUCKLA,sub-Antarctic,Auckland,Enderby Island,-50.69186457,166.1163441,NZL,present,,introduced,[9][126][150],,,,,,1971,[150],terrestrial,Inconclusive,
1186,"Hofmannophila pseudospretella (Stainton, 1849)",Hofmannophila pseudospretella,Hofmannophila pseudospretella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[9][126][150],,,,,,,,terrestrial,Inconclusive,
1187,"Hofmannophila pseudospretella (Stainton, 1849)",Hofmannophila pseudospretella,Hofmannophila pseudospretella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,cosmopolitan,introduced,[165],,,,,,1984,[165],terrestrial,Invasive,[151]
1188,"Hofmannophila pseudospretella (Stainton, 1849)",Hofmannophila pseudospretella,Hofmannophila pseudospretella,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,present,,introduced,[9][126][150],,,,,,1971,[150],terrestrial,Inconclusive,
1189,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,present,restricted distribution,introduced,[65][125][222][340],,,,,,1868,[125],terrestrial,Non-invasive,[125]
1190,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,naturalised,introduced,[65][129][134][222][340],,,,,,,,terrestrial,Invasive,[134]
1191,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,"ële aux Cochons, Crozet",-46.21174594,51.24779081,ATF,uncertain,1 individual,introduced,[237],,,,,,1975,[237],terrestrial,Non-invasive,[237]
1192,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,persistent alien,introduced,[1][65][75][130][222][338],,,,,1984,,[75][130][299],terrestrial,Inconclusive,
1193,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,widespread and common,introduced,[65][81][275][333],,,,,1904,1907,[83],terrestrial,Invasive,[81]
1194,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,widespread and common,introduced,[65][81][333],,,,,1911,1939,[83],terrestrial,Invasive,[81]
1195,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,persistent alien,introduced,[1][65][75][130][222][340],,,,,1901,,[75][130],terrestrial,Inconclusive,
1196,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,"widespread, abundant",introduced,[65][75][130][340],,,,,1899,,[75][130],terrestrial,Invasive,[75][340]
1197,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Saint-Paul,-38.26674246,77.54711913,ATF,present,widespread,introduced,[65][75][205][340],,,,,1857,1875,[75][205],terrestrial,Invasive,[75]
1198,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACBR03,Antarctica,North-west Antarctic Peninsula,"Rothera Research Station, Marguerite Bay",-69,-65,ATA,absent,eradicated,introduced,[310],eradicated,2005,[310],2005,2005,2010,[310],terrestrial,Non-invasive,[310]
1199,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,absent,eradicated,introduced,[16][223][326],eradicated,,[16],,1953,,[16],terrestrial,Non-invasive,[16]
1200,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,absent,naturalised,introduced,[105][106],failed to establish or died out,,[105],,,1891,[105][106],terrestrial,Non-invasive,[105]
1201,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,naturalised,introduced,[213][214][354],,,,,,,,terrestrial,Non-invasive,[213]
1202,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,widespread,introduced,[65][93][97][131][208][333][344],,,,,1955-1956,1961,[184][208],terrestrial,Invasive,[303]
1203,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,widespread,introduced,[65][93][97][271][333][344],,,,,1962,1965,[184],terrestrial,Invasive,[93]
1204,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[65][93][96][97][333][344],,,,,1937-1938,1951,[184],terrestrial,Inconclusive,
1205,Holcus lanatus L.,Holcus lanatus,Holcus lanatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,invasive,introduced,[65][93][94][97][217][333][344],,,,,1904,1913,[97][184][217],terrestrial,Invasive,[212]
1206,Holcus mollis L.,Holcus mollis,Holcus mollis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,persistent alien,introduced,[1][65][130],,,,,1996,,[130],terrestrial,Inconclusive,
1207,Holcus mollis L.,Holcus mollis,Holcus mollis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Falkland Islands,-51.78640574,-59.10198666,FLK,present,,introduced,[211],,,,,,,,terrestrial,Inconclusive,
1208,Holcus mollis L.,Holcus mollis,Holcus mollis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,,introduced,[1][65][130],,,,,1995,,[130],terrestrial,Inconclusive,
1209,Holcus mollis L.,Holcus mollis,Holcus mollis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[130][340],,,,,1985,,[130],terrestrial,Inconclusive,
1210,Hordeum comosum J.Presl,Hordeum comosum,Hordeum comosum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][83][275][333],,,,,1949-1951,1965,[83][275],terrestrial,Non-invasive,[81][275]
1211,Hordeum comosum J.Presl,Hordeum comosum,Hordeum comosum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Saunders Island,-51.78640574,-59.10198666,FLK,present,very rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
1212,Hordeum comosum J.Presl,Hordeum comosum,Hordeum comosum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][333],,,,,,,,terrestrial,Non-invasive,[81]
1213,Hordeum distichon L.,Hordeum distichon,Hordeum distichon,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,ephemeral,vagrant,[130][338][340],,,,,1978,,[130],terrestrial,Non-invasive,[338]
1214,Hordeum distichon L.,Hordeum distichon,Hordeum distichon,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,persistent alien,introduced,[1][65][130],,,,,1996,,[130],terrestrial,Inconclusive,
1215,Hordeum glabra Trin.,Hordeum glaucum,Hordeum glabra,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[97][344],,,,,1953-1954,,[97],terrestrial,Inconclusive,
1216,Hordeum jubatum L.,Hordeum jubatum,Hordeum jubatum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][83][275],,,,,1937-1938,1968,[83],terrestrial,Non-invasive,[81][275]
1217,Hordeum jubatum L.,Hordeum jubatum,Hordeum jubatum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[65][81][83][333],,,,,1909-1911,1923,[83],terrestrial,Non-invasive,[81]
1218,Hordeum murinum L.,Hordeum leporinum,Hordeum murinum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[97][344],,,,,1968,,[97],terrestrial,Inconclusive,
1219,Hordeum murinum subsp. murinum,Hordeum murinum murinum,Hordeum murinum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,subspecies,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,very local and very rare,introduced,[81][211][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
1220,Hordeum vulgare L.,Hordeum vulgare,Hordeum vulgare,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,ephemeral,vagrant,[130][338],,,,,1984,,[130],terrestrial,Non-invasive,[338]
1221,Hyacinthoides massartiana Geerinck,Hyacinthoides massartiana,Hyacinthoides massartiana,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
1222,Hyacinthoides massartiana Geerinck,Hyacinthoides x massartiana,Hyacinthoides massartiana,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,rare,introduced,[211][275],,,,,,,,terrestrial,Non-invasive,[275]
1223,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Hyacinthoides non-scripta,Hyacinthoides non-scripta,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[81][275][333],,,,,,,,terrestrial,Non-invasive,[81][275]
